k10plus-PPN	hebis-PPN	k10plus-EPN	hebis-EPN	206X
6001826161	056889666	6004469696	1082992283	HEB1082992283
600182617X	05691489X	6004469750	1082874485	HEB1082874485
6001826188	056917910	6004469777	1082876623	HEB1082876623
6001826218	005696887	6004470007	1082628603	HEB1082628603
6001826226	05700420X	6004470171	108284134X	HEB108284134X
6001826234	057335028	6004471054	1082897272	HEB1082897272
6001826242	005748089	6004471356	1083418491	HEB1083418491
6001826250	005776341	6004471747	1082787183	HEB1082787183
6001826269	057790434	6004471798	1082810061	HEB1082810061
6001826285	058136746	6004472670	1082859982	HEB1082859982
6001826293	058185674	6004472832	1082847348	HEB1082847348
6001826307	058201408	6004472867	1082943282	HEB1082943282
6001826315	058210172	6004472913	1082848794	HEB1082848794
6001826323	058338772	6004473413	1082719234	HEB1082719234
6001826331	058346716	6004473448	1082719226	HEB1082719226
600182634X	058346767	6004473456	1082719250	HEB1082719250
6001826358	058361480	6004473510	1082724300	HEB1082724300
6001826366	058361677	6004473529	1082719269	HEB1082719269
6001826374	058575839	6004473987	1082869597	HEB1082869597
6001826382	05889229X	6004474924	1082875171	HEB1082875171
6001826390	058944583	6004474991	1082951285	HEB1082951285
6001826404	058973346	6004475297	1082785601	HEB1082785601
6001826412	058981233	6004475300	1082862398	HEB1082862398
6001826439	005924294	6004475874	1082611921	HEB1082611921
6001826447	059351810	6004476285	1082850578	HEB1082850578
6001826455	059703490	6004477648	1082959308	HEB1082959308
6001826463	059805285	6004478075	1082880140	HEB1082880140
6001826463	059805285	6004478083	1082880159	HEB1082880159
600182648X	059891238	6004478539	1082917796	HEB1082917796
6001826498	005998484	6004478857	1082856096	HEB1082856096
6001826501	060012900	6004478903	1082947865	HEB1082947865
600182651X	060069015	6004479160	1082953334	HEB1082953334
6001826528	060101326	6004479195	1082892718	HEB1082892718
6001826536	060183373	6004479454	108287700X	HEB108287700X
6001826544	006019323	6004479535	1082658405	HEB1082658405
6001826552	060246839	6004479659	1083419420	HEB1083419420
6001826560	060316381	6004479861	1082888788	HEB1082888788
6001826579	060331925	6004479918	1083134566	HEB1083134566
6001826579	060331925	6004479926	1083134574	HEB1083134574
6001826579	060331925	6004479934	1083134582	HEB1083134582
6001826579	060331925	6004479942	1083134590	HEB1083134590
6001826579	060331925	6004479950	1083134604	HEB1083134604
6001826587	060349557	6004479977	1082873055	HEB1082873055
6001826595	060472367	6004480150	1082879614	HEB1082879614
6001826595	060472367	6004480169	1082879622	HEB1082879622
6001826595	060472367	6004480177	1082879630	HEB1082879630
6001826595	060472367	6004480185	1082879649	HEB1082879649
6001826609	060519231	6004480339	1082898554	HEB1082898554
6001826617	060688181	6004480401	108288166X	HEB108288166X
6001826625	060689072	600448041X	1083064517	HEB1083064517
600182665X	060727683	6004480584	1082849413	HEB1082849413
6001826668	060733098	6004480592	1083126008	HEB1083126008
6001826676	060779578	600448069X	1082925187	HEB1082925187
6001826684	061107395	6004481653	1082916390	HEB1082916390
6001826692	06114326X	6004481661	1083134981	HEB1083134981
6001826706	061291722	6004482129	1083019406	HEB1083019406
6001826714	061488518	6004482935	1082879878	HEB1082879878
6001826722	061495182	6004482943	1082819018	HEB1082819018
6001826730	062581775	6004483524	1082876046	HEB1082876046
6001826749	06360180X	6004484458	1082905402	HEB1082905402
6001826749	06360180X	6004484466	1082905410	HEB1082905410
6001826749	06360180X	6004484474	1082905429	HEB1082905429
6001826749	06360180X	6004484482	1082905437	HEB1082905437
6001826757	063762870	6004484539	1082898333	HEB1082898333
6001826765	063823179	6004484881	1082956104	HEB1082956104
6001826773	006445896	6004485055	1082971723	HEB1082971723
600182682X	06697965X	6004485675	1082961736	HEB1082961736
6001826838	00670137X	6004485829	1082828750	HEB1082828750
6001826846	07144999X	6004486809	1082889873	HEB1082889873
6001826854	071624589	6004487090	1082889318	HEB1082889318
6001826862	071759093	6004487449	1082886599	HEB1082886599
6001826870	071886753	6004487651	1082852848	HEB1082852848
6001826889	071908927	6004487708	108279385X	HEB108279385X
6001826897	071983562	6004487856	1082891967	HEB1082891967
6001826900	072007915	6004487864	1082880574	HEB1082880574
6001826919	07201802X	6004487880	1082874868	HEB1082874868
6001826927	072033533	6004487899	1083064118	HEB1083064118
6001826935	072082593	6004488038	1082885711	HEB1082885711
6001826943	072180986	6004488275	1082889776	HEB1082889776
6001826951	072223200	6004488305	1083036807	HEB1083036807
600182696X	07228515X	6004488429	1082885886	HEB1082885886
6001826978	072334002	6004488542	1082892130	HEB1082892130
6001826986	072339551	6004488666	1082891924	HEB1082891924
6001826994	072340363	6004488720	1082884472	HEB1082884472
6001826994	072340363	6004488739	1082884480	HEB1082884480
600182701X	072438673	6004488879	1082890006	HEB1082890006
6001827028	072982330	6004489441	1083092863	HEB1083092863
6001827044	074439472	6004490725	1082912972	HEB1082912972
6001827052	074488368	6004490857	1082943665	HEB1082943665
6001827060	074490818	6004490873	1082900508	HEB1082900508
6001827079	074565354	6004491055	108296722X	HEB108296722X
6001827079	074565354	6004491063	1082967238	HEB1082967238
6001827079	074565354	6004491071	1082967246	HEB1082967246
6001827087	074567144	6004491098	1202479766	HEB1202479766
6001827095	074574191	600449111X	1082781371	HEB1082781371
6001827109	074757261	6004491780	108312871X	HEB108312871X
6001827109	074757261	6004491799	1083128728	HEB1083128728
6001827117	074766333	6004491829	1083128558	HEB1083128558
6001827125	074791133	600449190X	1083088246	HEB1083088246
6001827133	074803069	6004491942	1083084968	HEB1083084968
6001827133	074803069	6004491950	1083084976	HEB1083084976
6001827141	075008165	6004492442	1083127667	HEB1083127667
600182715X	075104385	6004492825	1083091867	HEB1083091867
600182715X	075104385	6004492833	1083091875	HEB1083091875
6001827168	075147270	6004493007	1083085662	HEB1083085662
6001827168	075147270	6004493015	1083085670	HEB1083085670
6001827176	075210223	6004493120	1082659169	HEB1082659169
6001827184	075272997	6004493171	1083091018	HEB1083091018
6001827184	075272997	600449318X	1083091026	HEB1083091026
6001827192	075288664	6004493287	1083104411	HEB1083104411
6001827206	075617404	6004493635	1082651877	HEB1082651877
6001827206	075617404	6004493643	1082651885	HEB1082651885
6001827214	007586280	6004493937	1082872202	HEB1082872202
6001827222	075875950	600449402X	1083109537	HEB1083109537
6001827230	007589956	6004494070	1082630640	HEB1082630640
6001827265	076393070	6004494674	1082659878	HEB1082659878
6001827273	076441113	6004494836	1082864625	HEB1082864625
6001827281	076499448	600449495X	1083147455	HEB1083147455
6001827281	076499448	6004494968	1083147463	HEB1083147463
600182729X	076512843	6004495042	1082660701	HEB1082660701
6001827303	076553671	6004495107	1083095870	HEB1083095870
6001827311	076570010	6004495166	1083130765	HEB1083130765
600182732X	076691926	6004495565	1235983560	HEB1235983560
6001827338	007906587	6004496448	1082650129	HEB1082650129
6001827346	079153542	6004496472	108292735X	HEB108292735X
6001827370	079212824	6004496766	110838160X	HEB110838160X
6001827389	079529178	6004497657	1083061836	HEB1083061836
6001827397	079544819	600449772X	108310960X	HEB108310960X
6001827400	079730779	6004498114	1083118641	HEB1083118641
6001827419	079742238	6004498157	1082853585	HEB1082853585
6001827427	007984235	6004498394	1082784699	HEB1082784699
6001827435	079872344	6004498556	1083096699	HEB1083096699
6001827443	079946143	6004498777	1083099124	HEB1083099124
6001827451	080052258	6004498998	1082867365	HEB1082867365
600182746X	08012304X	6004499099	1082854506	HEB1082854506
6001827478	080183018	6004499269	1082841927	HEB1082841927
6001827486	080232264	600449951X	1082829234	HEB1082829234
6001827494	080240011	6004499587	1082821969	HEB1082821969
6001827524	080695108	6004501018	1082817791	HEB1082817791
6001827532	080790364	6004501166	1083104195	HEB1083104195
6001827540	080857000	6004501298	1082625159	HEB1082625159
6001827559	080864546	6004501328	1083101811	HEB1083101811
6001827567	081119615	6004501808	1082827509	HEB1082827509
6001827575	081203128	6004501921	1082817708	HEB1082817708
6001827583	081388632	6004502375	1082850136	HEB1082850136
6001827591	081576218	6004502766	1082837121	HEB1082837121
6001827613	081587708	6004502790	1082829455	HEB1082829455
6001827621	08170979X	6004503150	1082612650	HEB1082612650
600182763X	081730314	6004503223	1082828351	HEB1082828351
600182763X	081730314	6004503231	108282836X	HEB108282836X
6001827648	081830696	6004503533	1083107704	HEB1083107704
6001827656	081860013	6004503606	1082925969	HEB1082925969
6001827664	081908679	6004503649	1082952931	HEB1082952931
6001827672	081956975	6004503673	1082900885	HEB1082900885
6001827680	081958501	6004503681	1082894761	HEB1082894761
6001827699	081968337	6004503754	1082971952	HEB1082971952
6001827729	08210462X	6004504254	108287986X	HEB108287986X
6001827737	000826448	6004505226	1082659401	HEB1082659401
6001827745	082774765	6004505366	1082611913	HEB1082611913
6001827753	082816409	6004505390	1083128701	HEB1083128701
6001827761	082950725	6004505420	1082661228	HEB1082661228
600182777X	082991332	6004505439	1082877883	HEB1082877883
6001827788	008313202	6004505668	1082606529	HEB1082606529
6001827796	008313415	6004505684	1082606537	HEB1082606537
600182780X	00831358X	6004505692	1082606545	HEB1082606545
6001827818	008313814	6004505706	1082606553	HEB1082606553
6001827826	083173447	6004505722	1082596256	HEB1082596256
6001827834	08337826X	6004505811	1082596264	HEB1082596264
6001827842	083445102	6004505846	1082596280	HEB1082596280
6001827850	083581871	6004505862	1082596299	HEB1082596299
6001827869	083633022	6004505900	1083127098	HEB1083127098
6001827869	083633022	6004505919	1083127101	HEB1083127101
6001827869	083633022	6004505927	108312711X	HEB108312711X
6001827877	083760075	6004506141	1082990817	HEB1082990817
6001827885	083767010	6004506168	1082894826	HEB1082894826
6001827893	083792430	6004506214	108280505X	HEB108280505X
6001827907	083809023	6004506257	1082903221	HEB1082903221
6001827907	083809023	6004506265	108290323X	HEB108290323X
6001827915	083878939	6004506370	1082972126	HEB1082972126
6001827923	084029439	6004506761	1082893382	HEB1082893382
6001827931	08423654X	6004507113	1082633739	HEB1082633739
600182794X	084437278	6004507628	108291648X	HEB108291648X
6001827958	084616857	6004507865	108291939X	HEB108291939X
6001827966	084736577	6004508071	1082906611	HEB1082906611
6001827974	084796189	6004508241	1082918067	HEB1082918067
6001827982	084801816	6004508322	1082890308	HEB1082890308
6001827990	084805749	6004508349	1082897183	HEB1082897183
6001828008	084931795	6004508748	1082661686	HEB1082661686
6001828016	084975423	6004508810	1083141392	HEB1083141392
6001828032	088883167	600450971X	1082648817	HEB1082648817
6001828040	088883183	6004509728	1082648809	HEB1082648809
6001828059	008909067	6004509809	1082854999	HEB1082854999
6001828067	089563026	6004509949	1082929395	HEB1082929395
6001828075	089587952	6004510017	1082897248	HEB1082897248
6001828083	08964428X	6004510238	1083058819	HEB1083058819
6001828091	089656946	6004510262	108295764X	HEB108295764X
6001828105	089692330	6004510432	1083019716	HEB1083019716
6001828113	089746201	600451067X	1082897922	HEB1082897922
6001828121	089754360	6004510734	1082948306	HEB1082948306
6001828121	089754360	6004510742	1082948314	HEB1082948314
6001828121	089754360	6004510750	1082948322	HEB1082948322
6001828148	089757483	6004510769	124006277X	HEB124006277X
6001828156	089855337	6004510998	1082884073	HEB1082884073
6001828199	090089774	6004511587	1082897205	HEB1082897205
6001828202	090109570	6004511595	1083117718	HEB1083117718
6001828210	090202333	600451165X	1082896772	HEB1082896772
6001828229	090349709	6004511668	1082898406	HEB1082898406
6001828237	090365356	6004511684	1082977713	HEB1082977713
6001828245	090421841	6004511757	1082897779	HEB1082897779
6001828253	090456041	6004511870	1082610488	HEB1082610488
6001828261	090520831	6004512044	1082860395	HEB1082860395
6001828288	090677862	6004512354	1082617903	HEB1082617903
6001828296	090693515	6004512397	1082618187	HEB1082618187
600182830X	090693590	6004512400	1082618195	HEB1082618195
6001828318	009087907	6004512478	1082783382	HEB1082783382
6001828318	009087907	6004512486	1082783390	HEB1082783390
6001828326	00910089X	6004512699	1082777455	HEB1082777455
6001828334	009104755	6004512745	1082773646	HEB1082773646
6001828342	009117229	6004513008	1082860700	HEB1082860700
6001828350	091176638	6004513040	1082633054	HEB1082633054
6001828377	091313961	6004513466	1082618381	HEB1082618381
6001828385	091314232	6004513474	108261839X	HEB108261839X
6001828393	091318793	6004513490	1082618357	HEB1082618357
6001828407	091319013	6004513504	1082618349	HEB1082618349
6001828415	091346940	6004513547	1082936642	HEB1082936642
6001828423	091349443	6004513555	1082612324	HEB1082612324
6001828431	091444268	6004513660	1082913022	HEB1082913022
600182844X	091453216	6004513717	1082973807	HEB1082973807
6001828458	091698642	6004513997	1082619620	HEB1082619620
6001828466	091701910	6004514004	1082907049	HEB1082907049
6001828466	091701910	6004514012	1082907057	HEB1082907057
6001828474	091843030	6004514489	108287325X	HEB108287325X
6001828490	092013643	6004514772	1082915041	HEB1082915041
6001828504	092800513	6004515515	1083081268	HEB1083081268
6001828512	092848338	6004515671	1082923362	HEB1082923362
6001828520	093003927	600451604X	1083118234	HEB1083118234
6001828520	093003927	6004516058	1083118242	HEB1083118242
6001828539	093072848	6004516201	1082918016	HEB1082918016
6001828547	093184115	6004516422	1082918083	HEB1082918083
6001828555	009335358	6004516740	1082777358	HEB1082777358
6001828555	009335358	6004516759	1082777366	HEB1082777366
6001828555	009335358	6004516767	1082777374	HEB1082777374
6001828555	009335358	6004516775	1082777382	HEB1082777382
6001828563	093601662	6004517593	1082921718	HEB1082921718
6001828563	093601662	6004517607	1082921726	HEB1082921726
600182858X	093795130	6004517968	1082879495	HEB1082879495
6001828598	093984863	6004518379	1082625868	HEB1082625868
6001828601	09409294X	6004518565	1083020633	HEB1083020633
600182861X	094118825	6004518603	1082913596	HEB1082913596
6001828628	094281319	6004518921	1082916285	HEB1082916285
6001828628	094281319	600451893X	1082916293	HEB1082916293
6001828628	094281319	6004518948	1082916307	HEB1082916307
6001828628	094281319	6004518956	1082933384	HEB1082933384
6001828636	094321388	6004518999	1082910864	HEB1082910864
6001828652	094735182	6004519596	1082976911	HEB1082976911
6001828660	095009914	600451991X	1082897957	HEB1082897957
6001828687	095263195	600452039X	1083090070	HEB1083090070
6001828687	095263195	6004520403	1083090089	HEB1083090089
6001828695	095330887	6004520519	1082910317	HEB1082910317
6001828709	095507396	6004520896	1082927228	HEB1082927228
6001828717	095550054	6004520969	1082857211	HEB1082857211
6001828725	009570357	6004521221	1082908924	HEB1082908924
6001828741	095779884	6004521361	1082897485	HEB1082897485
600182875X	095817301	6004521418	108291990X	HEB108291990X
600182875X	095817301	6004521426	1082919918	HEB1082919918
6001828768	095962239	6004521655	1083019260	HEB1083019260
6001828776	096064382	6004521752	1082932612	HEB1082932612
6001828784	096351926	6004522260	1083117351	HEB1083117351
6001828792	096442344	6004522341	1082911917	HEB1082911917
6001828806	096494980	6004522406	1082883743	HEB1082883743
6001828814	096519223	6004522430	1082965146	HEB1082965146
6001828822	097412503	6004522961	1082655821	HEB1082655821
6001828830	097646024	6004523046	1082976520	HEB1082976520
6001828830	097646024	6004523054	1082976539	HEB1082976539
6001828830	097646024	6004523062	1082976547	HEB1082976547
6001828849	097732745	6004523186	1083126547	HEB1083126547
6001828857	097892866	6004523461	112636553X	HEB112636553X
6001828857	097892866	600452347X	1244646695	HEB1244646695
6001828857	097892866	6004523488	1244646857	HEB1244646857
6001828857	097892866	6004523496	1244652830	HEB1244652830
6001828857	097892866	600452350X	1244718556	HEB1244718556
6001828857	097892866	6004523518	1244718858	HEB1244718858
6001828857	097892866	6004523526	1244718939	HEB1244718939
6001828865	098100106	6004523674	1082611212	HEB1082611212
6001828881	098173456	6004523828	1083419625	HEB1083419625
600182889X	09827564X	6004523909	1083101293	HEB1083101293
6001828903	098297708	600452395X	1083419773	HEB1083419773
6001828911	098461060	6004524131	1082910465	HEB1082910465
600182892X	098503146	6004524204	1083026216	HEB1083026216
6001828938	098505459	6004524212	1083042491	HEB1083042491
6001828946	098537660	6004524271	1082640557	HEB1082640557
6001828954	098537857	600452428X	1082640565	HEB1082640565
6001828962	098538195	6004524298	1082640573	HEB1082640573
6001828970	098626590	6004524484	1082918490	HEB1082918490
6001828989	098855158	6004524867	1083418424	HEB1083418424
6001828997	098921266	6004524948	1083126407	HEB1083126407
6001829004	099167867	6004525308	1083128744	HEB1083128744
6001829012	099255391	6004525421	1083419676	HEB1083419676
6001829020	099255537	600452543X	1083419684	HEB1083419684
6001829039	099255766	6004525448	1083419692	HEB1083419692
6001829047	09934615X	600452557X	1082709794	HEB1082709794
6001829055	099419041	600452574X	1082920711	HEB1082920711
6001829063	099419211	6004525758	1082920754	HEB1082920754
6001829071	099440237	6004525820	1082846872	HEB1082846872
600182908X	099519917	600452607X	108290936X	HEB108290936X
6001829098	099522829	6004526096	1082915505	HEB1082915505
6001829101	099561727	6004526142	1083113976	HEB1083113976
600182911X	099835932	6004526991	1082921041	HEB1082921041
6001829128	100349013	6004527262	1117089754	HEB1117089754
6001829136	100436269	6004527270	1117089770	HEB1117089770
6001829144	100781950	6004527297	1082593427	HEB1082593427
6001829152	100785840	6004527300	1117089789	HEB1117089789
6001829160	101485360	6004527335	1117156559	HEB1117156559
6001829179	010148817	6004527343	1111686866	HEB1111686866
6001829187	104307196	6004527491	1117156656	HEB1117156656
6001829195	104528974	6004527505	1117156664	HEB1117156664
6001829209	105069701	6004527556	1082718491	HEB1082718491
6001829217	010574123	6004527580	1083416928	HEB1083416928
6001829225	106452185	6004527645	1117156710	HEB1117156710
6001829233	106466488	6004527653	1101059222	HEB1101059222
6001829241	106608444	6004527696	1117089908	HEB1117089908
600182925X	106717618	6004527718	1082588865	HEB1082588865
6001829268	10729205X	6004527769	1113571349	HEB1113571349
6001829276	107725614	6004527785	110105655X	HEB110105655X
6001829284	010803440	6004527793	1117088804	HEB1117088804
6001829292	108155854	6004527807	108730072X	HEB108730072X
6001829306	108320251	6004527831	1101056819	HEB1101056819
6001829314	01084497X	6004527866	1083416804	HEB1083416804
6001829322	109027787	6004527882	1117156753	HEB1117156753
6001829330	109135113	6004527904	1082585610	HEB1082585610
6001829349	109157931	6004527920	1117089932	HEB1117089932
6001829357	109290372	6004527939	1101059303	HEB1101059303
6001829365	109816854	6004528048	1101059133	HEB1101059133
6001829373	110620992	6004528137	1083904612	HEB1083904612
6001829381	110717732	6004528145	1077372736	HEB1077372736
600182939X	111117593	6004528188	1117089975	HEB1117089975
6001829403	111214785	6004528196	1117089983	HEB1117089983
6001829411	11141850X	600452820X	1117156842	HEB1117156842
600182942X	111468647	6004528226	1092897704	HEB1092897704
6001829438	011170727	6004528242	1113847255	HEB1113847255
6001829446	112445799	6004528269	1117156885	HEB1117156885
6001829454	112604684	6004528277	1117156893	HEB1117156893
6001829462	112757251	6004528285	1117090019	HEB1117090019
6001829470	113028423	6004528323	1117156923	HEB1117156923
6001829489	11331373X	6004528358	1083904647	HEB1083904647
6001829497	113367465	6004528366	1101059567	HEB1101059567
6001829500	011338628	6004528374	1082593133	HEB1082593133
6001829519	113478844	6004528382	1117156931	HEB1117156931
6001829527	113556527	6004528390	111715694X	HEB111715694X
6001829535	011369507	6004528404	1111686890	HEB1111686890
6001829543	011470259	600452848X	1082581984	HEB1082581984
6001829551	11520394X	6004528501	1117156966	HEB1117156966
600182956X	116100818	6004528544	1100905049	HEB1100905049
6001829578	116185376	6004528552	1101059923	HEB1101059923
6001829586	011739924	6004528609	1082580228	HEB1082580228
6001829594	118570722	6004528676	1117090094	HEB1117090094
6001829608	11927969X	6004528714	1101059540	HEB1101059540
6001829616	11969204X	6004528749	1082593303	HEB1082593303
6001829624	011976039	6004528757	111715274X	HEB111715274X
6001829632	120710943	6004528803	1117157032	HEB1117157032
6001829640	121440532	6004528862	1101059826	HEB1101059826
6001829659	121633632	6004528889	1093045302	HEB1093045302
6001829667	121641740	6004528897	1117090167	HEB1117090167
6001829675	012191043	6004528935	1101057092	HEB1101057092
6001829683	123736161	6004529141	1082593486	HEB1082593486
6001829691	124118801	6004529184	1101056630	HEB1101056630
6001829705	124336485	6004529206	1083207962	HEB1083207962
6001829713	124449484	6004529214	108259072X	HEB108259072X
6001829721	124492797	6004529230	1083904752	HEB1083904752
600182973X	124921469	6004529257	1082587079	HEB1082587079
6001829748	125070438	6004529265	1117157113	HEB1117157113
6001829756	012586048	6004529303	1101060506	HEB1101060506
6001829764	126104492	6004529311	1101059605	HEB1101059605
6001829772	126666237	6004529354	110105669X	HEB110105669X
6001829799	126797722	6004529397	1117157164	HEB1117157164
6001829810	126909644	6004529443	1117090256	HEB1117090256
6001829829	126912513	6004529451	1101060050	HEB1101060050
6001829837	126930554	600452946X	1101060026	HEB1101060026
6001829845	126972222	6004529478	1101059559	HEB1101059559
6001829853	127013199	6004529486	1082583480	HEB1082583480
6001829861	127030174	6004529508	1117157172	HEB1117157172
600182987X	127496246	6004529567	1117157237	HEB1117157237
6001829888	128411996	6004529613	108259038X	HEB108259038X
6001829896	128519541	600452963X	1117157261	HEB1117157261
600182990X	128580070	6004529656	1101059915	HEB1101059915
6001829918	129328014	6004529680	1083904825	HEB1083904825
6001829926	129593893	6004529702	1101060131	HEB1101060131
6001829934	130037818	6004529729	1083417320	HEB1083417320
6001829942	01318444X	6004529796	1117152847	HEB1117152847
6001829950	13243167X	6004529818	111715730X	HEB111715730X
6001829969	133168964	6004529834	1101060115	HEB1101060115
6001829977	013317555	6004529842	1101059400	HEB1101059400
6001829985	133719464	6004529877	1117157318	HEB1117157318
6001829993	134146360	6004529885	110106000X	HEB110106000X
6001830002	134509773	6004529931	1101056703	HEB1101056703
6001830010	13517449X	600452994X	117351712X	HEB117351712X
6001830029	13576243X	6004529966	1082591874	HEB1082591874
6001830037	135938716	6004529974	1082590843	HEB1082590843
6001830045	136023398	6004529982	1240414528	HEB1240414528
6001830053	013610775	6004529990	1101055839	HEB1101055839
6001830061	013688650	6004530042	1101058331	HEB1101058331
600183007X	013905511	6004530085	1117088871	HEB1117088871
6001830088	013977857	6004530115	1101059168	HEB1101059168
600183010X	014382962	6004530190	1083903780	HEB1083903780
6001830118	01681066X	6004530336	1083416715	HEB1083416715
6001830126	017416981	6004530425	1082591750	HEB1082591750
6001830134	176872981	600453045X	1117157369	HEB1117157369
6001830142	176992405	6004530468	1101056738	HEB1101056738
6001830150	017747317	6004530492	1082579858	HEB1082579858
6001830169	179286102	6004530530	1082718777	HEB1082718777
6001830177	179366327	6004530549	1117157377	HEB1117157377
6001830185	18025197X	6004530565	1101060301	HEB1101060301
6001830193	180749587	600453059X	1101059877	HEB1101059877
6001830207	181259311	600453062X	1117157407	HEB1117157407
6001830215	183295757	6004530662	1101059966	HEB1101059966
6001830223	184455901	6004530719	1084050730	HEB1084050730
6001830231	185393292	6004530743	1117157458	HEB1117157458
600183024X	01856402X	600453076X	1083903829	HEB1083903829
6001830258	186571844	6004530794	1117160181	HEB1117160181
6001830266	188090223	6004530840	111709040X	HEB111709040X
6001830274	018874533	6004530883	1101058110	HEB1101058110
6001830282	018916503	6004530905	1082577758	HEB1082577758
6001830290	18981988X	6004530956	1101056746	HEB1101056746
6001830304	190817143	6004530964	1101060107	HEB1101060107
6001830312	191740578	6004531022	1112328386	HEB1112328386
6001830320	191787892	6004531030	1117160564	HEB1117160564
6001830339	191805912	6004531049	1084052164	HEB1084052164
6001830347	192270621	6004531057	1082593192	HEB1082593192
6001830355	192637800	6004531065	1101060166	HEB1101060166
6001830363	193879530	6004531073	1082719935	HEB1082719935
6001830371	197234933	6004531162	1101060123	HEB1101060123
600183038X	019757905	6004531170	1117153347	HEB1117153347
6001830398	020109059	6004531227	1082579882	HEB1082579882
6001830401	201695219	6004531243	1117090477	HEB1117090477
600183041X	02030806X	6004531332	1093044667	HEB1093044667
6001830428	020366604	6004531359	1117088952	HEB1117088952
6001830436	204703107	6004531375	1117160718	HEB1117160718
6001830444	206003412	6004531405	1117160726	HEB1117160726
6001830460	02079620X	6004531448	1082585416	HEB1082585416
6001830479	20848132X	6004531480	1117090507	HEB1117090507
6001830487	208812598	6004531499	1101056479	HEB1101056479
6001830495	020891210	6004531502	1284539687	HEB1284539687
6001830517	021013624	6004531537	1117153495	HEB1117153495
6001830525	210438460	6004531545	1247876470	HEB1247876470
6001830533	210584521	6004531553	111716084X	HEB111716084X
6001830541	210870249	600453157X	1083417231	HEB1083417231
600183055X	211902020	600453160X	1117160874	HEB1117160874
6001830568	212669052	6004531634	1082593362	HEB1082593362
6001830576	212835610	6004531642	1101056797	HEB1101056797
6001830584	212964674	6004531650	1101058129	HEB1101058129
6001830592	213564947	6004531669	1101060069	HEB1101060069
6001830606	213966948	6004531677	1101060182	HEB1101060182
6001830614	220709025	6004531774	1082720003	HEB1082720003
6001830622	022091343	6004531790	1082581305	HEB1082581305
6001830630	221109978	6004531804	1092897887	HEB1092897887
6001830649	221568050	6004531820	1117160963	HEB1117160963
6001830657	022181660	6004531855	1101056533	HEB1101056533
6001830665	222014571	6004531863	1082720046	HEB1082720046
6001830673	223317292	600453188X	1117160998	HEB1117160998
6001830681	022509321	6004531944	1117153525	HEB1117153525
600183069X	225761505	6004531960	1092897909	HEB1092897909
6001830703	022700811	6004531987	1117153568	HEB1117153568
6001830711	002317044	600453210X	1113892064	HEB1113892064
600183072X	023685662	6004532150	1082578932	HEB1082578932
6001830738	247090069	6004532312	1117161080	HEB1117161080
6001830746	024993883	6004532371	1101059982	HEB1101059982
6001830754	025561030	6004532487	1117153800	HEB1117153800
6001830762	025674595	6004532517	1082587540	HEB1082587540
6001830770	261417215	6004532576	1247876543	HEB1247876543
6001830789	026174375	6004532584	111715386X	HEB111715386X
6001830797	026357216	6004532592	1082580074	HEB1082580074
6001830800	026565544	6004532657	1082588261	HEB1082588261
6001830819	026672014	6004532665	1117089061	HEB1117089061
6001830827	026728842	6004532711	1117153908	HEB1117153908
6001830835	026843919	600453272X	1101057807	HEB1101057807
6001830843	269221158	6004532754	1082591955	HEB1082591955
6001830851	271392215	6004532770	1117161102	HEB1117161102
600183086X	027322432	6004532800	1082586684	HEB1082586684
6001830878	027620026	6004532843	1101058587	HEB1101058587
6001830886	280166621	6004532894	108259301X	HEB108259301X
6001830894	028274954	6004532967	1101058765	HEB1101058765
6001830908	028339614	6004533009	1082586943	HEB1082586943
6001830916	028375335	6004533033	1082580198	HEB1082580198
6001830924	028392833	6004533041	1117154033	HEB1117154033
6001830932	285595725	600453305X	1236001265	HEB1236001265
6001830940	028678885	6004533106	111715405X	HEB111715405X
6001830959	029127793	6004533254	1083416693	HEB1083416693
6001830967	029603285	6004533343	1117154130	HEB1117154130
6001830975	029610222	600453336X	1082587532	HEB1082587532
6001830983	301100233	6004533424	108390616X	HEB108390616X
6001831009	030379199	6004533459	1117154181	HEB1117154181
6001831017	030536057	6004533505	1082577421	HEB1082577421
6001831025	305632159	600453353X	1249242371	HEB1249242371
6001831033	030660653	6004533564	107220715X	HEB107220715X
6001831041	030836654	6004533602	1117154203	HEB1117154203
600183105X	030878845	6004533629	1101057424	HEB1101057424
6001831068	310908086	600453370X	1082580147	HEB1082580147
6001831076	312157533	6004533742	1101059656	HEB1101059656
6001831084	031337767	6004533750	1092897224	HEB1092897224
6001831092	031479685	6004533807	1117154254	HEB1117154254
6001831106	031954332	6004533890	1093044845	HEB1093044845
6001831114	031962319	6004533904	1117154300	HEB1117154300
6001831122	320249530	6004533920	1082592188	HEB1082592188
6001831130	322831393	6004533963	1117161269	HEB1117161269
6001831149	325920516	6004534064	108390695X	HEB108390695X
6001831157	032778473	6004534102	1146825048	HEB1146825048
6001831165	032848986	6004534129	111715436X	HEB111715436X
6001831173	032903553	6004534145	1117154386	HEB1117154386
6001831181	331684934	600453420X	1117161277	HEB1117161277
600183119X	332308162	6004534218	1082593168	HEB1082593168
6001831203	332700488	6004534242	1082582980	HEB1082582980
6001831211	033363331	6004534277	1101059087	HEB1101059087
600183122X	334613396	6004534293	1117090620	HEB1117090620
6001831238	336415524	6004534323	1117161293	HEB1117161293
6001831246	033881030	600453434X	1117154416	HEB1117154416
